vendor_id,vendor_name,category,city,area,capacity,capacity_unit,base_price,class_type,specialization,religion_served,supported_events,rating,is_veg_only,is_halal,outdoor_available,generator_backup,parking_capacity,min_guests,max_guests,setup_time_hours,languages_spoken,payment_modes,experience_years,vendor_phone,surge_applicable,last_minute_slots,advance_payment_pct,free_cancel_before_days,partial_cancel_days,partial_cancel_fee_pct,last_minute_cancel_days,last_minute_cancel_fee_pct,min_advance_booking_days,recommended_advance_booking_days,cancellation_policy,category_details
V577,Videographer Centre 9,Videographer,Hyderabad,Madhapur,3,events_per_month,37000,mid,corporate,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.2,,,,,,,,1,"[""Telugu"", ""Hindi"", ""Urdu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",2,+91-9626756033,True,False,30,14,7,50,3,75,7,30,Advance: 30% of total. Free cancel >14d before. 50% charge 3–14d before. 75% charge within 3d.,"{""4k_available"": true, ""drone_video"": false, ""highlight_reel"": true, ""same_day_edit"": false, ""live_streaming"": false, ""delivery_days"": 21}"
V578,Vasavi Grand Hall,Function Hall,Mahbubnagar,Jadcherla,800,guests,184000,mid,default,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.5,,,False,True,266.0,240.0,800.0,3,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",16,+91-9970226126,True,False,30,21,7,50,3,80,14,45,Advance: 30% of total. Free cancel >21d before. 50% charge 3–21d before. 80% charge within 3d.,"{""ac_available"": true, ""stage_included"": true, ""audio_system"": true, ""bridal_room"": true, ""catering_inhouse"": false, ""outside_catering_allowed"": true, ""valet_parking"": false, ""rooms_available"": 0, ""generator_backup"": true, ""parking_slots"": 266, ""veg_only_kitchen"": true, ""pooja_room"": true, ""alcohol_allowed"": false, ""caste_restrictions"": false, ""capacity_seated"": 800, ""capacity_standing"": 1040, ""dance_floor"": true, ""projector_screen"": true}"
V579,Decoration Services 2,Decoration,Hyderabad,Dilsukhnagar,2000,sqft_coverage,18000,budget,religious_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.9,,,False,,,,,5,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash""]",7,+91-9541734943,True,True,20,7,3,35,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 35% charge 1–7d before. 60% charge within 1d.,"{""hindu_mandap"": true, ""christian_arch"": true, ""muslim_floral_arch"": true, ""balloon_decor"": false, ""stage_backdrop"": true, ""aisle_runner"": true, ""flower_wall"": true, ""entrance_decor"": true, ""table_centerpieces"": false, ""photo_booth"": false, ""led_lighting"": true, ""fabric_draping"": false, ""waterfall_lighting"": false, ""fresh_flowers_only"": true, ""artificial_allowed"": false, ""theme_decor"": false, ""team_size"": 4, ""advance_material_days"": 1, ""owns_furniture"": false}"
V580,DJ Sangareddy,DJ,Peddapalli,Sultanabad,500,max_audience,24000,mid,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.8,,,,,,100.0,500.0,3,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",16,+91-9748520750,True,False,25,10,5,40,2,70,5,21,Advance: 25% of total. Free cancel >10d before. 40% charge 2–10d before. 70% charge within 2d.,"{""speakers_watts"": ""4x1000W"", ""lighting"": ""moving heads + LED"", ""mic_included"": true, ""emcee_available"": true, ""dhol_player_extra"": false, ""led_wall"": false}"
V581,Sri Anjaneya Seva,Priest / Pandit,Rangareddy,Ibrahimpatnam,1,ceremonies_per_day,5300,mid,hindu_ceremonies,Hindu,"[""Wedding"", ""Baby Shower (Namakaranam)"", ""Thread Ceremony (Upanayanam)"", ""21st Day (Naamakaranam)"", ""Cradle Ceremony"", ""Puberty Ceremony"", ""Gruhapravesam"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Engagement"", ""Birthday"", ""Anniversary"", ""Retirement Party"", ""Farewell Party"", ""Corporate Event"", ""Alumni Meet"", ""Reception"", ""Kids Birthday Party"", ""Product Launch"", ""Office Party"", ""Award Ceremony"", ""Cultural Program"", ""Sports Day""]",4.9,,,,,,,,1,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",8,+91-9344081250,True,False,15,15,5,60,2,90,7,21,Advance: 40% of total. Free cancel >15d before. 60% charge 2–15d before. 90% charge within 2d.,"{""languages"": [""Telugu"", ""Sanskrit""], ""vedic_trained"": true, ""muhurtam_calculation"": true, ""own_samagri"": true, ""outstation_available"": false}"
V582,Band / Nadaswaram Events 12,Band / Nadaswaram,Khammam,Sathupalli,10,band_members,6800,budget,hindu_ceremonies,Hindu,"[""Wedding"", ""Gruhapravesam"", ""Thread Ceremony (Upanayanam)"", ""Puberty Ceremony"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""21st Day (Naamakaranam)"", ""Cradle Ceremony"", ""Engagement"", ""Reception""]",4.4,,,,,,30.0,300.0,1,"[""Telugu""]","[""UPI"", ""Cash""]",6,+91-9835204685,True,False,20,7,3,30,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 30% charge 1–7d before. 60% charge within 1d.,"{""members_count"": 10, ""instruments"": [""Nadaswaram"", ""Thavil"", ""Kombu"", ""Ottu""], ""uniform_provided"": false, ""procession_available"": true, ""elephant_coordinated"": false}"
V583,Sri Rama Catering,Catering,Hyderabad,Kukatpally,1000,plates_per_event,860,premium,weddings,Hindu,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Kids Birthday Party"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Wedding""]",4.1,True,False,,,,100.0,1000.0,2,"[""Telugu"", ""Hindi"", ""English""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",9,+91-9796476569,True,False,40,21,10,60,5,90,15,45,Advance: 40% of total. Free cancel >21d before. 60% charge 5–21d before. 90% charge within 5d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V584,Decoration Services 9,Decoration,Hyderabad,Himayatnagar,2000,sqft_coverage,41000,budget,birthdays,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.6,,,False,,,,,5,"[""Telugu""]","[""UPI"", ""Cash""]",17,+91-9608575399,False,True,20,7,3,35,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 35% charge 1–7d before. 60% charge within 1d.,"{""hindu_mandap"": false, ""christian_arch"": false, ""muslim_floral_arch"": false, ""balloon_decor"": true, ""stage_backdrop"": true, ""aisle_runner"": false, ""flower_wall"": true, ""entrance_decor"": true, ""table_centerpieces"": true, ""photo_booth"": true, ""led_lighting"": true, ""fabric_draping"": false, ""waterfall_lighting"": false, ""fresh_flowers_only"": true, ""artificial_allowed"": false, ""theme_decor"": false, ""team_size"": 4, ""advance_material_days"": 1, ""owns_furniture"": false}"
V585,Decoration Centre 10,Decoration,Hyderabad,Madhapur,2000,sqft_coverage,21000,budget,religious_events,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.7,,,False,,,,,5,"[""Telugu""]","[""UPI"", ""Cash""]",12,+91-9296033688,True,True,20,7,3,35,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 35% charge 1–7d before. 60% charge within 1d.,"{""hindu_mandap"": true, ""christian_arch"": true, ""muslim_floral_arch"": true, ""balloon_decor"": false, ""stage_backdrop"": true, ""aisle_runner"": true, ""flower_wall"": true, ""entrance_decor"": true, ""table_centerpieces"": false, ""photo_booth"": false, ""led_lighting"": true, ""fabric_draping"": false, ""waterfall_lighting"": false, ""fresh_flowers_only"": true, ""artificial_allowed"": false, ""theme_decor"": false, ""team_size"": 4, ""advance_material_days"": 1, ""owns_furniture"": false}"
V586,Lakshmi Tiffin & Catering,Catering,Mahbubnagar,Nagarkurnool,300,plates_per_event,460,mid,weddings,Hindu,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Kids Birthday Party"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Wedding""]",4.4,True,False,,,,50.0,300.0,2,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",16,+91-9133338252,True,True,20,10,5,45,2,75,5,21,Advance: 20% of total. Free cancel >10d before. 45% charge 2–10d before. 75% charge within 2d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V587,Jagtial Kalyana Vedika,Function Hall,Nizamabad,Balkonda,800,guests,352000,premium,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.9,,,False,True,400.0,240.0,800.0,3,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",11,+91-9139675666,True,False,50,45,15,70,7,100,30,90,Advance: 50% of total. Free cancel >45d before. 70% charge 7–45d before. 100% charge within 7d.,"{""ac_available"": true, ""stage_included"": true, ""audio_system"": true, ""bridal_room"": true, ""catering_inhouse"": false, ""outside_catering_allowed"": true, ""valet_parking"": true, ""rooms_available"": 2, ""generator_backup"": true, ""parking_slots"": 400, ""veg_only_kitchen"": true, ""pooja_room"": true, ""alcohol_allowed"": false, ""caste_restrictions"": false, ""capacity_seated"": 800, ""capacity_standing"": 1040, ""dance_floor"": true, ""projector_screen"": true}"
V588,Videographer Centre 10,Videographer,Medak,Siddipet,2,events_per_month,14000,budget,corporate,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.6,,,,,,,,1,"[""Telugu""]","[""UPI"", ""Cash""]",19,+91-9957148506,False,True,20,7,3,30,1,60,3,14,Advance: 20% of total. Free cancel >7d before. 30% charge 1–7d before. 60% charge within 1d.,"{""4k_available"": false, ""drone_video"": false, ""highlight_reel"": false, ""same_day_edit"": false, ""live_streaming"": false, ""delivery_days"": 45}"
V589,Kamakshi Caterers,Catering,Nizamabad,Dichpally,200,plates_per_event,340,mid,birthdays,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.4,False,False,,,,50.0,200.0,2,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer""]",17,+91-9560208533,True,False,20,10,5,45,2,75,5,21,Advance: 20% of total. Free cancel >10d before. 45% charge 2–10d before. 75% charge within 2d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V590,Florist Enterprises 6,Florist,Nizamabad,Bodhan,2,events_per_day,6800,budget,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.3,,,,,,,,4,"[""Telugu""]","[""UPI"", ""Cash""]",3,+91-9485540922,True,True,10,3,1,40,0,70,1,5,Advance: 10% of total. Free cancel >3d before. 40% charge 0–3d before. 70% charge within 0d.,"{""hindu_decor"": true, ""muslim_decor"": true, ""christian_decor"": false, ""flower_types"": [""Marigold"", ""Rose"", ""Jasmine""], ""mango_leaves_toran"": true, ""banana_stem_pillar"": false, ""car_decoration"": false, ""stage_garland"": true, ""welcome_arch"": false, ""fresh_flowers_only"": true, ""artificial_available"": false, ""pot_plants_available"": false, ""delivery_radius_km"": 15, ""advance_order_days"": 1}"
V591,Siddi Vinayaka Caterers,Catering,Karimnagar,Huzurabad,800,plates_per_event,300,mid,all_events,Hindu,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Kids Birthday Party"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Wedding""]",3.7,True,False,,,,50.0,800.0,2,"[""Telugu"", ""Hindi""]","[""UPI"", ""Cash"", ""Bank Transfer""]",16,+91-9885422977,True,False,20,10,5,45,2,75,5,21,Advance: 20% of total. Free cancel >10d before. 45% charge 2–10d before. 75% charge within 2d.,"{""live_counter_available"": true, ""staff_included"": true, ""crockery_included"": true, ""serving_staff_ratio"": ""1 per 15 guests""}"
V592,Usha Bridal Arts,Makeup Artist,Rangareddy,Hayathnagar,12,persons_per_day,62000,premium,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",4.0,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer"", ""Card""]",4,+91-9396627002,True,False,50,21,10,75,5,100,14,45,Advance: 50% of total. Free cancel >21d before. 75% charge 5–21d before. 100% charge within 5d.,"{""bridal_specialist"": true, ""airbrush_makeup"": true, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": true, ""home_visit"": false, ""products_used"": ""Charlotte Tilbury, Bobbi Brown, MAC, Airbrush kit"", ""pre_bridal_package"": true, ""hair_styling"": true, ""hair_extensions"": true, ""christian_veil_styling"": false, ""mehendi_coordination"": true, ""persons_per_day"": 12, ""earliest_start_time"": ""04:00""}"
V593,Preethi Bridal Arts,Makeup Artist,Medak,Zahirabad,3,persons_per_day,6400,budget,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.5,,,,,,,,2,"[""Telugu""]","[""UPI"", ""Cash""]",16,+91-9911291711,False,True,25,7,3,50,1,80,3,14,Advance: 25% of total. Free cancel >7d before. 50% charge 1–7d before. 80% charge within 1d.,"{""bridal_specialist"": false, ""airbrush_makeup"": false, ""saree_draping"": true, ""hijab_styling"": false, ""trial_session"": false, ""home_visit"": true, ""products_used"": ""Lakme, Faces Canada"", ""pre_bridal_package"": false, ""hair_styling"": true, ""hair_extensions"": false, ""christian_veil_styling"": true, ""mehendi_coordination"": false, ""persons_per_day"": 3, ""earliest_start_time"": ""05:00""}"
V594,Videographer House 16,Videographer,Medak,Gajwel,2,events_per_month,38000,mid,weddings,all,"[""21st Day (Naamakaranam)"", ""60th Birthday (Sashtipoorthi)"", ""80th Birthday (Sadabhishekam)"", ""Alumni Meet"", ""Anniversary"", ""Aqiqah (Birth Ceremony)"", ""Award Ceremony"", ""Baby Shower"", ""Baby Shower (Namakaranam)"", ""Baptism"", ""Birthday"", ""Carol Singing Night"", ""Christening"", ""Christmas Party"", ""Church Wedding"", ""Circumcision (Bismillah)"", ""Corporate Event"", ""Cradle Ceremony"", ""Cultural Program"", ""Easter Celebration"", ""Eid Celebration"", ""Engagement"", ""Farewell Party"", ""First Communion"", ""Gruhapravesam"", ""Iftar Party"", ""Kids Birthday Party"", ""Mangni (Engagement)"", ""Nikah (Wedding)"", ""Office Party"", ""Product Launch"", ""Puberty Ceremony"", ""Reception"", ""Retirement Party"", ""Sports Day"", ""Thread Ceremony (Upanayanam)"", ""Walima (Reception)"", ""Wedding""]",3.7,,,,,,,,1,"[""Telugu""]","[""UPI"", ""Cash"", ""Bank Transfer""]",12,+91-9771529280,True,False,30,14,7,50,3,75,7,30,Advance: 30% of total. Free cancel >14d before. 50% charge 3–14d before. 75% charge within 3d.,"{""4k_available"": true, ""drone_video"": false, ""highlight_reel"": true, ""same_day_edit"": false, ""live_streaming"": false, ""delivery_days"": 21}"
