vendor_id,per_plate_base,price_factor,is_veg_only,is_halal,total_items,item_prices,basic_package,standard_package,premium_package,min_order_guests,max_order_guests,tasting_available,home_delivery,home_delivery_min_plates,advance_order_days,cuisine_type,suitable_for_religions
V277,960,1.35,False,False,25,"{""Lassi"": 47, ""Chicken Curry"": 108, ""Pesarattu"": 27, ""Upma"": 20, ""Kesari"": 27, ""Naan"": 20, ""Paneer Butter Masala"": 81, ""Brownie"": 60, ""Veg Kurma"": 60, ""Baby Corn Fry"": 33, ""Butter Naan"": 27, ""Rasam"": 13, ""Roti"": 13, ""Chicken Tikka"": 74, ""Spring Rolls"": 33, ""Curd Rice"": 40, ""Double Ka Meetha"": 47, ""Cake"": 74, ""Starter NonVeg"": 60, ""Soft Drinks"": 33, ""Dal Fry"": 47, ""Vada"": 20, ""Pulao"": 67, ""Gulab Jamun"": 40, ""Kaju Curry"": 94}","{""items"": [""Rasam"", ""Roti"", ""Upma"", ""Naan"", ""Vada"", ""Pesarattu"", ""Kesari"", ""Butter Naan""], ""per_plate"": 960, ""description"": ""Basic - 8 items""}","{""items"": [""Rasam"", ""Roti"", ""Upma"", ""Naan"", ""Vada"", ""Pesarattu"", ""Kesari"", ""Butter Naan"", ""Baby Corn Fry"", ""Spring Rolls"", ""Soft Drinks"", ""Curd Rice"", ""Gulab Jamun"", ""Lassi"", ""Double Ka Meetha"", ""Dal Fry""], ""per_plate"": 1200, ""description"": ""Standard - 16 items""}","{""items"": [""Lassi"", ""Chicken Curry"", ""Pesarattu"", ""Upma"", ""Kesari"", ""Naan"", ""Paneer Butter Masala"", ""Brownie"", ""Veg Kurma"", ""Baby Corn Fry"", ""Butter Naan"", ""Rasam"", ""Roti"", ""Chicken Tikka"", ""Spring Rolls"", ""Curd Rice"", ""Double Ka Meetha"", ""Cake"", ""Starter NonVeg"", ""Soft Drinks"", ""Dal Fry"", ""Vada"", ""Pulao"", ""Gulab Jamun"", ""Kaju Curry""], ""per_plate"": 1440, ""description"": ""Full spread - 25 items""}",20,1000,True,False,0,7,Multi-cuisine,all
V279,330,1.09,False,False,18,"{""Cutlet"": 21, ""Gulab Jamun"": 32, ""Cake"": 59, ""Naan"": 16, ""Chicken Tikka"": 59, ""Chicken Curry"": 87, ""Baby Corn Fry"": 27, ""Upma"": 16, ""Dal Tadka"": 38, ""Salad"": 16, ""Soup"": 27, ""Sweet Corn Soup"": 32, ""Paneer Butter Masala"": 65, ""Sambar"": 16, ""Roti"": 10, ""Dosa"": 27, ""Juice"": 32, ""Starter NonVeg"": 49}","{""items"": [""Roti"", ""Naan"", ""Upma"", ""Salad"", ""Sambar"", ""Cutlet""], ""per_plate"": 330, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Naan"", ""Upma"", ""Salad"", ""Sambar"", ""Cutlet"", ""Baby Corn Fry"", ""Soup"", ""Dosa"", ""Gulab Jamun"", ""Sweet Corn Soup"", ""Juice""], ""per_plate"": 412, ""description"": ""Standard - 12 items""}","{""items"": [""Cutlet"", ""Gulab Jamun"", ""Cake"", ""Naan"", ""Chicken Tikka"", ""Chicken Curry"", ""Baby Corn Fry"", ""Upma"", ""Dal Tadka"", ""Salad"", ""Soup"", ""Sweet Corn Soup"", ""Paneer Butter Masala"", ""Sambar"", ""Roti"", ""Dosa"", ""Juice"", ""Starter NonVeg""], ""per_plate"": 495, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Multi-cuisine,all
V282,240,0.99,True,False,12,"{""Sambar"": 14, ""Butter Naan"": 19, ""Starter Veg"": 19, ""Ice Cream"": 39, ""Kaju Curry"": 69, ""Milkshake"": 39, ""Gulab Jamun"": 29, ""Soup"": 24, ""Brownie"": 44, ""Baby Corn Fry"": 24, ""Cutlet"": 19, ""Paneer Tikka"": 39}","{""items"": [""Sambar"", ""Butter Naan"", ""Starter Veg"", ""Cutlet"", ""Soup"", ""Baby Corn Fry""], ""per_plate"": 240, ""description"": ""Basic - 6 items""}","{""items"": [""Sambar"", ""Butter Naan"", ""Starter Veg"", ""Cutlet"", ""Soup"", ""Baby Corn Fry"", ""Gulab Jamun"", ""Ice Cream"", ""Milkshake"", ""Paneer Tikka""], ""per_plate"": 300, ""description"": ""Standard - 10 items""}","{""items"": [""Sambar"", ""Butter Naan"", ""Starter Veg"", ""Ice Cream"", ""Kaju Curry"", ""Milkshake"", ""Gulab Jamun"", ""Soup"", ""Brownie"", ""Baby Corn Fry"", ""Cutlet"", ""Paneer Tikka""], ""per_plate"": 360, ""description"": ""Full spread - 12 items""}",20,75,False,False,0,3,Pure Veg,Hindu
V294,230,0.95,False,False,14,"{""Tomato Soup"": 23, ""Fried Rice"": 57, ""Sweet Corn Soup"": 28, ""Payasam"": 23, ""Idli"": 14, ""Soft Drinks"": 23, ""Fruit Salad"": 28, ""Cutlet"": 19, ""Pastry"": 47, ""Baby Corn Fry"": 23, ""Paneer Butter Masala"": 57, ""Pulao"": 47, ""Chicken Tikka"": 52, ""Starter NonVeg"": 42}","{""items"": [""Idli"", ""Cutlet"", ""Tomato Soup"", ""Payasam"", ""Soft Drinks"", ""Baby Corn Fry""], ""per_plate"": 230, ""description"": ""Basic - 6 items""}","{""items"": [""Idli"", ""Cutlet"", ""Tomato Soup"", ""Payasam"", ""Soft Drinks"", ""Baby Corn Fry"", ""Sweet Corn Soup"", ""Fruit Salad"", ""Starter NonVeg"", ""Pastry""], ""per_plate"": 287, ""description"": ""Standard - 10 items""}","{""items"": [""Tomato Soup"", ""Fried Rice"", ""Sweet Corn Soup"", ""Payasam"", ""Idli"", ""Soft Drinks"", ""Fruit Salad"", ""Cutlet"", ""Pastry"", ""Baby Corn Fry"", ""Paneer Butter Masala"", ""Pulao"", ""Chicken Tikka"", ""Starter NonVeg""], ""per_plate"": 345, ""description"": ""Full spread - 14 items""}",20,200,False,True,20,3,Multi-cuisine,all
V301,510,1.0,False,True,18,"{""Badam Kheer"": 50, ""Salad"": 15, ""Biryani"": 130, ""Chicken Biryani"": 120, ""Gobi Manchurian"": 25, ""Veg Kurma"": 45, ""Halwa"": 20, ""Chicken Curry"": 80, ""Papad"": 5, ""Paneer Tikka"": 40, ""Seviyan"": 30, ""Naan"": 15, ""Korma"": 100, ""Pickle"": 5, ""Chicken Tikka"": 55, ""Mutton Kebab"": 80, ""Dal Tadka"": 35, ""Pulao"": 50}","{""items"": [""Papad"", ""Pickle"", ""Salad"", ""Naan"", ""Halwa"", ""Gobi Manchurian""], ""per_plate"": 510, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Pickle"", ""Salad"", ""Naan"", ""Halwa"", ""Gobi Manchurian"", ""Seviyan"", ""Dal Tadka"", ""Paneer Tikka"", ""Veg Kurma"", ""Badam Kheer"", ""Pulao""], ""per_plate"": 637, ""description"": ""Standard - 12 items""}","{""items"": [""Badam Kheer"", ""Salad"", ""Biryani"", ""Chicken Biryani"", ""Gobi Manchurian"", ""Veg Kurma"", ""Halwa"", ""Chicken Curry"", ""Papad"", ""Paneer Tikka"", ""Seviyan"", ""Naan"", ""Korma"", ""Pickle"", ""Chicken Tikka"", ""Mutton Kebab"", ""Dal Tadka"", ""Pulao""], ""per_plate"": 765, ""description"": ""Full spread - 18 items""}",20,500,True,False,0,7,Halal,Muslim
V311,310,1.06,False,False,18,"{""Pastry"": 53, ""Chicken Biryani"": 127, ""Fruit Salad"": 31, ""Butter Naan"": 21, ""Upma"": 15, ""Baby Corn Fry"": 26, ""Spring Rolls"": 26, ""Gulab Jamun"": 31, ""Chicken Tikka"": 58, ""Naan"": 15, ""Pickle"": 5, ""Fish Fry"": 95, ""Gobi Manchurian"": 26, ""Dal Tadka"": 37, ""Pesarattu"": 21, ""Double Ka Meetha"": 37, ""Pulao"": 53, ""Sambar"": 15}","{""items"": [""Pickle"", ""Upma"", ""Naan"", ""Sambar"", ""Butter Naan"", ""Pesarattu""], ""per_plate"": 310, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Upma"", ""Naan"", ""Sambar"", ""Butter Naan"", ""Pesarattu"", ""Baby Corn Fry"", ""Spring Rolls"", ""Gobi Manchurian"", ""Fruit Salad"", ""Gulab Jamun"", ""Dal Tadka""], ""per_plate"": 387, ""description"": ""Standard - 12 items""}","{""items"": [""Pastry"", ""Chicken Biryani"", ""Fruit Salad"", ""Butter Naan"", ""Upma"", ""Baby Corn Fry"", ""Spring Rolls"", ""Gulab Jamun"", ""Chicken Tikka"", ""Naan"", ""Pickle"", ""Fish Fry"", ""Gobi Manchurian"", ""Dal Tadka"", ""Pesarattu"", ""Double Ka Meetha"", ""Pulao"", ""Sambar""], ""per_plate"": 465, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Multi-cuisine,all
V317,430,1.09,False,True,18,"{""Soup"": 27, ""Pulao"": 54, ""Biryani"": 141, ""Sherbet"": 27, ""Salad"": 16, ""Haleem"": 98, ""Korma"": 109, ""Sheer Khurma"": 43, ""Fruit Salad"": 32, ""Chicken Biryani"": 130, ""Gulab Jamun"": 32, ""Gobi Manchurian"": 27, ""Mutton Biryani"": 163, ""Papad"": 5, ""Veg Kurma"": 49, ""Badam Kheer"": 54, ""Dal Tadka"": 38, ""Mutton Kebab"": 87}","{""items"": [""Papad"", ""Salad"", ""Soup"", ""Sherbet"", ""Gobi Manchurian"", ""Fruit Salad""], ""per_plate"": 430, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Salad"", ""Soup"", ""Sherbet"", ""Gobi Manchurian"", ""Fruit Salad"", ""Gulab Jamun"", ""Dal Tadka"", ""Sheer Khurma"", ""Veg Kurma"", ""Pulao"", ""Badam Kheer""], ""per_plate"": 537, ""description"": ""Standard - 12 items""}","{""items"": [""Soup"", ""Pulao"", ""Biryani"", ""Sherbet"", ""Salad"", ""Haleem"", ""Korma"", ""Sheer Khurma"", ""Fruit Salad"", ""Chicken Biryani"", ""Gulab Jamun"", ""Gobi Manchurian"", ""Mutton Biryani"", ""Papad"", ""Veg Kurma"", ""Badam Kheer"", ""Dal Tadka"", ""Mutton Kebab""], ""per_plate"": 645, ""description"": ""Full spread - 18 items""}",20,200,True,False,0,7,Halal,Muslim
V326,160,0.88,False,True,12,"{""Badam Kheer"": 44, ""Haleem"": 79, ""Veg Biryani"": 70, ""Seekh Kebab"": 61, ""Sheer Khurma"": 35, ""Gulab Jamun"": 26, ""Mutton Curry"": 88, ""Dal Tadka"": 30, ""Fruit Salad"": 26, ""Mutton Soup"": 35, ""Naan"": 13, ""Roti"": 8}","{""items"": [""Roti"", ""Naan"", ""Gulab Jamun"", ""Fruit Salad"", ""Dal Tadka"", ""Sheer Khurma""], ""per_plate"": 160, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Naan"", ""Gulab Jamun"", ""Fruit Salad"", ""Dal Tadka"", ""Sheer Khurma"", ""Mutton Soup"", ""Badam Kheer"", ""Seekh Kebab"", ""Veg Biryani""], ""per_plate"": 200, ""description"": ""Standard - 10 items""}","{""items"": [""Badam Kheer"", ""Haleem"", ""Veg Biryani"", ""Seekh Kebab"", ""Sheer Khurma"", ""Gulab Jamun"", ""Mutton Curry"", ""Dal Tadka"", ""Fruit Salad"", ""Mutton Soup"", ""Naan"", ""Roti""], ""per_plate"": 240, ""description"": ""Full spread - 12 items""}",20,200,False,True,20,3,Halal,Muslim
V338,280,0.88,False,True,12,"{""Mutton Curry"": 88, ""Paratha"": 17, ""Papad"": 5, ""Korma"": 88, ""Mutton Biryani"": 132, ""Haleem"": 79, ""Pulao"": 44, ""Veg Kurma"": 39, ""Biryani"": 114, ""Dal Tadka"": 30, ""Mutton Kebab"": 70, ""Tomato Soup"": 22}","{""items"": [""Papad"", ""Paratha"", ""Tomato Soup"", ""Dal Tadka"", ""Veg Kurma"", ""Pulao""], ""per_plate"": 280, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Paratha"", ""Tomato Soup"", ""Dal Tadka"", ""Veg Kurma"", ""Pulao"", ""Mutton Kebab"", ""Haleem"", ""Mutton Curry"", ""Korma""], ""per_plate"": 350, ""description"": ""Standard - 10 items""}","{""items"": [""Mutton Curry"", ""Paratha"", ""Papad"", ""Korma"", ""Mutton Biryani"", ""Haleem"", ""Pulao"", ""Veg Kurma"", ""Biryani"", ""Dal Tadka"", ""Mutton Kebab"", ""Tomato Soup""], ""per_plate"": 420, ""description"": ""Full spread - 12 items""}",20,150,False,True,20,3,Halal,Muslim
V357,200,0.99,False,False,14,"{""Pulao"": 49, ""Dal Fry"": 34, ""Fish Fry"": 89, ""Kaju Curry"": 69, ""Sambar"": 14, ""Spring Rolls"": 24, ""Soup"": 24, ""Kesari"": 19, ""Naan"": 14, ""Pickle"": 5, ""Juice"": 29, ""Rasgulla"": 24, ""Chicken Tikka"": 54, ""Starter NonVeg"": 44}","{""items"": [""Pickle"", ""Sambar"", ""Naan"", ""Kesari"", ""Spring Rolls"", ""Soup""], ""per_plate"": 200, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Sambar"", ""Naan"", ""Kesari"", ""Spring Rolls"", ""Soup"", ""Rasgulla"", ""Juice"", ""Dal Fry"", ""Starter NonVeg""], ""per_plate"": 250, ""description"": ""Standard - 10 items""}","{""items"": [""Pulao"", ""Dal Fry"", ""Fish Fry"", ""Kaju Curry"", ""Sambar"", ""Spring Rolls"", ""Soup"", ""Kesari"", ""Naan"", ""Pickle"", ""Juice"", ""Rasgulla"", ""Chicken Tikka"", ""Starter NonVeg""], ""per_plate"": 300, ""description"": ""Full spread - 14 items""}",20,150,False,False,0,3,Multi-cuisine,all
V368,330,1.07,False,True,18,"{""Kheer"": 37, ""Chicken Biryani"": 128, ""Mutton Kebab"": 85, ""Pickle"": 5, ""Paneer Tikka"": 42, ""Roti"": 10, ""Naan"": 16, ""Tomato Soup"": 26, ""Badam Kheer"": 53, ""Soft Drinks"": 26, ""Lassi"": 37, ""Mutton Curry"": 107, ""Papad"": 5, ""Biryani"": 139, ""Raita"": 16, ""Sherbet"": 26, ""Phirni"": 37, ""Pulao"": 53}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Naan"", ""Raita"", ""Tomato Soup""], ""per_plate"": 330, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Naan"", ""Raita"", ""Tomato Soup"", ""Soft Drinks"", ""Sherbet"", ""Kheer"", ""Lassi"", ""Phirni"", ""Paneer Tikka""], ""per_plate"": 412, ""description"": ""Standard - 12 items""}","{""items"": [""Kheer"", ""Chicken Biryani"", ""Mutton Kebab"", ""Pickle"", ""Paneer Tikka"", ""Roti"", ""Naan"", ""Tomato Soup"", ""Badam Kheer"", ""Soft Drinks"", ""Lassi"", ""Mutton Curry"", ""Papad"", ""Biryani"", ""Raita"", ""Sherbet"", ""Phirni"", ""Pulao""], ""per_plate"": 495, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Halal,Muslim
V375,590,1.17,False,False,18,"{""Juice"": 35, ""Dal Fry"": 40, ""Cutlet"": 23, ""Vada"": 17, ""Gulab Jamun"": 35, ""Soft Drinks"": 29, ""Veg Kurma"": 52, ""Veg Biryani"": 93, ""Gobi Manchurian"": 29, ""Sweet Corn Soup"": 35, ""Spring Rolls"": 29, ""Chicken Tikka"": 64, ""Upma"": 17, ""Paneer Butter Masala"": 70, ""Lassi"": 40, ""Dal Tadka"": 40, ""Mutton Curry"": 117, ""Mutton Biryani"": 175}","{""items"": [""Vada"", ""Upma"", ""Cutlet"", ""Soft Drinks"", ""Gobi Manchurian"", ""Spring Rolls""], ""per_plate"": 590, ""description"": ""Basic - 6 items""}","{""items"": [""Vada"", ""Upma"", ""Cutlet"", ""Soft Drinks"", ""Gobi Manchurian"", ""Spring Rolls"", ""Juice"", ""Gulab Jamun"", ""Sweet Corn Soup"", ""Dal Fry"", ""Lassi"", ""Dal Tadka""], ""per_plate"": 737, ""description"": ""Standard - 12 items""}","{""items"": [""Juice"", ""Dal Fry"", ""Cutlet"", ""Vada"", ""Gulab Jamun"", ""Soft Drinks"", ""Veg Kurma"", ""Veg Biryani"", ""Gobi Manchurian"", ""Sweet Corn Soup"", ""Spring Rolls"", ""Chicken Tikka"", ""Upma"", ""Paneer Butter Masala"", ""Lassi"", ""Dal Tadka"", ""Mutton Curry"", ""Mutton Biryani""], ""per_plate"": 885, ""description"": ""Full spread - 18 items""}",20,500,True,False,0,7,Multi-cuisine,all
V376,1500,1.37,False,False,25,"{""Ice Cream"": 54, ""Pesarattu"": 27, ""Upma"": 20, ""Starter NonVeg"": 61, ""Pastry"": 68, ""Lassi"": 47, ""Dal Tadka"": 47, ""Spring Rolls"": 34, ""Payasam"": 34, ""Kaju Curry"": 95, ""Sweet Corn Soup"": 41, ""Fried Rice"": 82, ""Halwa"": 27, ""Chicken Biryani"": 164, ""Dosa"": 34, ""Mutton Biryani"": 205, ""Starter Veg"": 27, ""Pickle"": 6, ""Fish Fry"": 123, ""Double Ka Meetha"": 47, ""Chicken Curry"": 109, ""Mutton Curry"": 137, ""Rasam"": 13, ""Gobi Manchurian"": 34, ""Paneer Tikka"": 54}","{""items"": [""Pickle"", ""Rasam"", ""Upma"", ""Pesarattu"", ""Halwa"", ""Starter Veg"", ""Spring Rolls"", ""Payasam""], ""per_plate"": 1500, ""description"": ""Basic - 8 items""}","{""items"": [""Pickle"", ""Rasam"", ""Upma"", ""Pesarattu"", ""Halwa"", ""Starter Veg"", ""Spring Rolls"", ""Payasam"", ""Dosa"", ""Gobi Manchurian"", ""Sweet Corn Soup"", ""Lassi"", ""Dal Tadka"", ""Double Ka Meetha"", ""Ice Cream"", ""Paneer Tikka""], ""per_plate"": 1875, ""description"": ""Standard - 16 items""}","{""items"": [""Ice Cream"", ""Pesarattu"", ""Upma"", ""Starter NonVeg"", ""Pastry"", ""Lassi"", ""Dal Tadka"", ""Spring Rolls"", ""Payasam"", ""Kaju Curry"", ""Sweet Corn Soup"", ""Fried Rice"", ""Halwa"", ""Chicken Biryani"", ""Dosa"", ""Mutton Biryani"", ""Starter Veg"", ""Pickle"", ""Fish Fry"", ""Double Ka Meetha"", ""Chicken Curry"", ""Mutton Curry"", ""Rasam"", ""Gobi Manchurian"", ""Paneer Tikka""], ""per_plate"": 2250, ""description"": ""Full spread - 25 items""}",20,2000,True,False,0,7,Multi-cuisine,all
V392,250,0.99,False,False,12,"{""Pesarattu"": 19, ""Veg Kurma"": 44, ""Gobi Manchurian"": 24, ""Chicken Tikka"": 54, ""Naan"": 14, ""Double Ka Meetha"": 34, ""Starter NonVeg"": 44, ""Pakoda"": 14, ""Mutton Curry"": 99, ""Chicken Curry"": 79, ""Paneer Butter Masala"": 59, ""Soft Drinks"": 24}","{""items"": [""Naan"", ""Pakoda"", ""Pesarattu"", ""Gobi Manchurian"", ""Soft Drinks"", ""Double Ka Meetha""], ""per_plate"": 250, ""description"": ""Basic - 6 items""}","{""items"": [""Naan"", ""Pakoda"", ""Pesarattu"", ""Gobi Manchurian"", ""Soft Drinks"", ""Double Ka Meetha"", ""Veg Kurma"", ""Starter NonVeg"", ""Chicken Tikka"", ""Paneer Butter Masala""], ""per_plate"": 312, ""description"": ""Standard - 10 items""}","{""items"": [""Pesarattu"", ""Veg Kurma"", ""Gobi Manchurian"", ""Chicken Tikka"", ""Naan"", ""Double Ka Meetha"", ""Starter NonVeg"", ""Pakoda"", ""Mutton Curry"", ""Chicken Curry"", ""Paneer Butter Masala"", ""Soft Drinks""], ""per_plate"": 375, ""description"": ""Full spread - 12 items""}",20,75,False,True,20,3,Multi-cuisine,all
V409,290,0.94,False,False,12,"{""Salad"": 14, ""Paneer Tikka"": 37, ""Appam"": 18, ""Plum Cake"": 65, ""Beef Fry"": 103, ""Roti"": 9, ""Soft Drinks"": 23, ""Naan"": 14, ""Puttu"": 18, ""Payasam"": 23, ""Fruit Salad"": 28, ""Chicken Roast"": 94}","{""items"": [""Roti"", ""Salad"", ""Naan"", ""Appam"", ""Puttu"", ""Soft Drinks""], ""per_plate"": 290, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Salad"", ""Naan"", ""Appam"", ""Puttu"", ""Soft Drinks"", ""Payasam"", ""Fruit Salad"", ""Paneer Tikka"", ""Plum Cake""], ""per_plate"": 362, ""description"": ""Standard - 10 items""}","{""items"": [""Salad"", ""Paneer Tikka"", ""Appam"", ""Plum Cake"", ""Beef Fry"", ""Roti"", ""Soft Drinks"", ""Naan"", ""Puttu"", ""Payasam"", ""Fruit Salad"", ""Chicken Roast""], ""per_plate"": 435, ""description"": ""Full spread - 12 items""}",20,100,False,False,0,3,Multi-cuisine,all
V422,340,1.11,False,False,18,"{""Veg Biryani"": 88, ""Roti"": 11, ""Tomato Soup"": 27, ""Rasam"": 11, ""Lassi"": 38, ""Gobi Manchurian"": 27, ""Naan"": 16, ""Dal Fry"": 38, ""Sweet Corn Soup"": 33, ""Chicken Curry"": 88, ""Starter Veg"": 22, ""Veg Kurma"": 49, ""Cutlet"": 22, ""Salad"": 16, ""Curd Rice"": 33, ""Pickle"": 5, ""Chicken Tikka"": 61, ""Halwa"": 22}","{""items"": [""Pickle"", ""Roti"", ""Rasam"", ""Naan"", ""Salad"", ""Starter Veg""], ""per_plate"": 340, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Roti"", ""Rasam"", ""Naan"", ""Salad"", ""Starter Veg"", ""Cutlet"", ""Halwa"", ""Tomato Soup"", ""Gobi Manchurian"", ""Sweet Corn Soup"", ""Curd Rice""], ""per_plate"": 425, ""description"": ""Standard - 12 items""}","{""items"": [""Veg Biryani"", ""Roti"", ""Tomato Soup"", ""Rasam"", ""Lassi"", ""Gobi Manchurian"", ""Naan"", ""Dal Fry"", ""Sweet Corn Soup"", ""Chicken Curry"", ""Starter Veg"", ""Veg Kurma"", ""Cutlet"", ""Salad"", ""Curd Rice"", ""Pickle"", ""Chicken Tikka"", ""Halwa""], ""per_plate"": 510, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Multi-cuisine,all
V426,480,1.18,False,True,18,"{""Paratha"": 23, ""Soup"": 29, ""Mutton Kebab"": 94, ""Chicken Biryani"": 141, ""Sherbet"": 29, ""Chicken 65"": 70, ""Kheer"": 41, ""Dal Tadka"": 41, ""Mutton Soup"": 47, ""Veg Kurma"": 53, ""Lassi"": 41, ""Seekh Kebab"": 82, ""Halwa"": 23, ""Chicken Curry"": 94, ""Phirni"": 41, ""Juice"": 35, ""Veg Biryani"": 94, ""Roti"": 11}","{""items"": [""Roti"", ""Paratha"", ""Halwa"", ""Soup"", ""Sherbet"", ""Juice""], ""per_plate"": 480, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Paratha"", ""Halwa"", ""Soup"", ""Sherbet"", ""Juice"", ""Kheer"", ""Dal Tadka"", ""Lassi"", ""Phirni"", ""Mutton Soup"", ""Veg Kurma""], ""per_plate"": 600, ""description"": ""Standard - 12 items""}","{""items"": [""Paratha"", ""Soup"", ""Mutton Kebab"", ""Chicken Biryani"", ""Sherbet"", ""Chicken 65"", ""Kheer"", ""Dal Tadka"", ""Mutton Soup"", ""Veg Kurma"", ""Lassi"", ""Seekh Kebab"", ""Halwa"", ""Chicken Curry"", ""Phirni"", ""Juice"", ""Veg Biryani"", ""Roti""], ""per_plate"": 720, ""description"": ""Full spread - 18 items""}",20,500,True,False,0,7,Halal,Muslim
V427,600,1.04,False,True,18,"{""Tomato Soup"": 26, ""Sherbet"": 26, ""Lassi"": 36, ""Seekh Kebab"": 72, ""Naan"": 15, ""Mutton Kebab"": 83, ""Roti"": 10, ""Haleem"": 93, ""Badam Kheer"": 52, ""Biryani"": 135, ""Juice"": 31, ""Chicken 65"": 62, ""Soup"": 26, ""Gulab Jamun"": 31, ""Raita"": 15, ""Mutton Soup"": 41, ""Fruit Salad"": 31, ""Papad"": 5}","{""items"": [""Papad"", ""Roti"", ""Naan"", ""Raita"", ""Tomato Soup"", ""Sherbet""], ""per_plate"": 600, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Roti"", ""Naan"", ""Raita"", ""Tomato Soup"", ""Sherbet"", ""Soup"", ""Juice"", ""Gulab Jamun"", ""Fruit Salad"", ""Lassi"", ""Mutton Soup""], ""per_plate"": 750, ""description"": ""Standard - 12 items""}","{""items"": [""Tomato Soup"", ""Sherbet"", ""Lassi"", ""Seekh Kebab"", ""Naan"", ""Mutton Kebab"", ""Roti"", ""Haleem"", ""Badam Kheer"", ""Biryani"", ""Juice"", ""Chicken 65"", ""Soup"", ""Gulab Jamun"", ""Raita"", ""Mutton Soup"", ""Fruit Salad"", ""Papad""], ""per_plate"": 900, ""description"": ""Full spread - 18 items""}",20,500,True,False,0,7,Halal,Muslim
V433,340,1.0,False,True,18,"{""Mutton Kebab"": 80, ""Papad"": 5, ""Chicken Tikka"": 55, ""Fruit Salad"": 30, ""Paratha"": 20, ""Gulab Jamun"": 30, ""Phirni"": 35, ""Lassi"": 35, ""Chicken Biryani"": 120, ""Salad"": 15, ""Tomato Soup"": 25, ""Biryani"": 130, ""Kheer"": 35, ""Chicken 65"": 60, ""Juice"": 30, ""Shaami Kebab"": 60, ""Nihari"": 110, ""Soft Drinks"": 25}","{""items"": [""Papad"", ""Salad"", ""Paratha"", ""Tomato Soup"", ""Soft Drinks"", ""Fruit Salad""], ""per_plate"": 340, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Salad"", ""Paratha"", ""Tomato Soup"", ""Soft Drinks"", ""Fruit Salad"", ""Gulab Jamun"", ""Juice"", ""Phirni"", ""Lassi"", ""Kheer"", ""Chicken Tikka""], ""per_plate"": 425, ""description"": ""Standard - 12 items""}","{""items"": [""Mutton Kebab"", ""Papad"", ""Chicken Tikka"", ""Fruit Salad"", ""Paratha"", ""Gulab Jamun"", ""Phirni"", ""Lassi"", ""Chicken Biryani"", ""Salad"", ""Tomato Soup"", ""Biryani"", ""Kheer"", ""Chicken 65"", ""Juice"", ""Shaami Kebab"", ""Nihari"", ""Soft Drinks""], ""per_plate"": 510, ""description"": ""Full spread - 18 items""}",20,200,True,False,0,7,Halal,Muslim
V443,170,0.97,False,True,12,"{""Mutton Soup"": 38, ""Korma"": 97, ""Halwa"": 19, ""Pulao"": 48, ""Biryani"": 126, ""Soup"": 24, ""Dal Tadka"": 33, ""Soft Drinks"": 24, ""Mutton Curry"": 97, ""Seviyan"": 29, ""Kheer"": 33, ""Naan"": 14}","{""items"": [""Naan"", ""Halwa"", ""Soup"", ""Soft Drinks"", ""Seviyan"", ""Dal Tadka""], ""per_plate"": 170, ""description"": ""Basic - 6 items""}","{""items"": [""Naan"", ""Halwa"", ""Soup"", ""Soft Drinks"", ""Seviyan"", ""Dal Tadka"", ""Kheer"", ""Mutton Soup"", ""Pulao"", ""Korma""], ""per_plate"": 212, ""description"": ""Standard - 10 items""}","{""items"": [""Mutton Soup"", ""Korma"", ""Halwa"", ""Pulao"", ""Biryani"", ""Soup"", ""Dal Tadka"", ""Soft Drinks"", ""Mutton Curry"", ""Seviyan"", ""Kheer"", ""Naan""], ""per_plate"": 255, ""description"": ""Full spread - 12 items""}",20,75,False,False,0,3,Halal,Muslim
